address,company_logo,company_name,company_url,email_address,key_clients,lawyers,phone_number,practice_heads,website
Baker McKenzie    1 RUE PAUL BAUDRY        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/50079.jpg?v=1580315523, Baker McKenzie ,,sandra.valmier@bakermckenzie.com,BNP Paribas (BNPP);Covage;CMA CGM;Evernex;IES Synergy;Roquette;SODEXO;Valeo;Abbott Laboratories;Bristol-Myers Squibb;British American Tobacco;Caudalie;Church & Dwight;Culture et Patrimoine;Groupe Beaumanoir;HRA;Intel;Kadine;Lancaster;Moët-Hennessy and Société Jas Hennessy & co;Pierre & Vacances Center Parcs;Prince de Galles;SAP;SEB (Group);Sika;Sisley;The Swatch Group;Taiping;Unilever;Accenture;Accor;Air France KLM;Auchan;Bio-Rad;Bristol Myers Squibb;Carrefour;Casino;Club Med;Google;Johnson Controls;LVMH;M6;Pierre et Vacances – Center Parcs;Société Générale;TF1;China International Water & Electric Corporation;Electricité De France (EDF);ADP (Aéroports de Paris);SNCF;Cote d’Azur airport (ACA);Port autonome de Conakry;TDF – Eiffel Tower;African Infrastructure Investment Managers LTD;Conseil Départemental d’Eure-et-Loir;Chelsfield/The Olayan Group;Servier Laboratories;Bristol-Myers Squibb;LSP Life Sciences Partners;LVMH;L’Oréal;QATAR LUXURY GROUP;Archer Daniels Midland;Bristol-Myers Squibb;Casino;Crédit Agricole;Faurecia;LVMH;Platinum Equity;Safran;Siemens;Tencent;Ally Bridge Group;Argos Soditic;Cathay Innovation;Elaia;Idinvest Partners;Ledger;AEW;BNP Paribas;Caisse des dépôts Investissement immobilier;Generali Real Estate;Invesco;King Street;LaSalle Investment Management;Lidl;NH Investment;Poste Immo;Scaprim;Société Foncière Lyonnaise (SFL);SOGECAP;BNP Paribas;Société Générale;Commerzbank;Crédit Agricole;African Export-Import Bank;Bank of America Merrill Lynch;Ardian (formerly AXA Private Equity);Natixis;EBRD (European Bank of Reconstruction & Development);PROPARCO;ACCOR;Cartonplast;Crédit Agricole;Schmolz + Bickenbach;Servier;Stryker;Electricité De France (EDF);Schmolz + Bickenbach;Shell;Archer Daniels Midland;Landis & Gyr,Ms Alyssa Auberger ;Mr Laurent Barbara ;Mr Eric Borysewicz ;Ms Marie-Françoise Bréchignac ; Rémy Bricard;Ms Denise Broussal ;Mr Arnaud Cabanes ; Stéphane Davin; Marie-Laetitia De La Ville-Baugé ;Mr Alex Dowding ;Mr Michael Foundethakis ;Ms Raphaële François-Poncet ;Mr Matthieu Grollemund ;Mr Emmanuel Guillaume ;Mr Gilles Jolivet ;Mr Eric Lasry ;Mr Guillaume Le Camus ;Mr Marc Mariani ;Mr Eric Meier ;Ms Veronique Millischer ; Yann Padova ; Léna Sersiron;Ms Caroline Silberztein ;Mr Laurent Szuskin ;Mr Jean-Dominique Touraille ;Mr Virginie Ulmann ;Mr Olivier Vasset ; Julie Yeni;Mr Alain Sauty de Chalon , 33 1 44 17 53 00,Rémy Bricard;Laurent Szuskin;Rémy Bricard;Laurent Szuskin;Virginie Ulmann;Véronique Millischer;Emmanuel Guillaume;Arnaud Cabanes;Léna Sersiron;Julie Yeni ;Alyssa Auberger;Stéphane Davin;Matthieu Grollemund;Matthieu Grollemund;Stéphane Davin;Marc Mariani;Michael Foundethakis;Eric Lasry;Olivier Vasset;Denise Broussal;Gilles Jolivet;Emmanuel Guillaume;Arnaud Cabanes;Jean-Dominique Touraille;Eric Borysewicz;Eric Borysewicz,https://www.bakermckenzie.com/en/locations/emea/france
"Arsene    32, RUE DE MONCEAU        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/11193.jpg?v=1580315451, Arsene ,,francois.lugand@arsene-taxand.com,Oddo BHF;Accenture;Blablacar;Sanofi;EQT Partners;Auchan / Leroy Merlin;LVMH;Kering;SAP France;Pernod Ricard;Tereos;Casino;Criteo;Argos Soditic;Ardian;Air France;Carrefour;Systra SA;Hammerson Plc;M6;Thales;Direct Energie (Total),, 33 1 70 38 88 00,Frédéric Donnedieu de Vabres;Denis Andres;Olivier Vergniolle;Antoine Glaize;François Lugand;Roland Schneider,http://www.arsene-taxand.com
"August Debouzy    6-8, AVENUE DE MESSINE        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/13777.jpg?v=1580315460, August Debouzy ,,contact@august-debouzy.com,"Accor;Costco;Danone;Faurecia;JC Decaux;Lagardère;Microsoft;Muji;Philip Morris France;Veolia Environnement;TaskRabbit;Spectral Transactive Memory Systems;SAS Institute;Okta Inc.;Ubisoft;L’Oréal;Olivier Wyman;Intersystems Corporation;Veolia Environnement;Faurecia;Philip Morris France;Microsoft;Total SA  & Total Global Procurement (TGP);Visa;Alkemics;Broadridge;Amadeus;Accor;Huawei;EDF;Alsid;Dassault Systemes;Le Parisien;SNCF;Rondini;Curial;Microsoft;Philip Morris;Ouest france;Sandales Tropezienne Rondini;DASSAULT AVIATION;DASSAULT SYSTEMES;EPSILON COMPOSITE;FRAPPA;FRESENIUS KABI DEUTSCHLAND GMBH;GAZ TRANSPORT ET TECHNIGAZ (GTT);INOBIAN;INVACARE;LABORATOIRE GRIMBERG;MEDTRONIC;RONDINI;SNCF;TENARIS CONNECTION BV (TCBV);TOTAL MARKETING SERVICES (TMS);Le Parisien / Les Echos;Radio France;L’Equipe;Members of Parliament;French anti-doping agency (AFLD);Marcel Campion;University of Lyon 3 Jean-Moulin;Municipality of Laon;Antenne Réunion;Editing;François Thévenot;Teva;Sofibel;LFB (Laboratoire Français du Fractionnement);Laboratoires Septodont;Intuitive surgical;Majorelle;Agence nationale santé publique;Essilor;AP-HP;Danone;Eurofeedback;GE healthcare;Passion beauté;LFB;B Braun;Suez environnement;Medtronic lung health;Stago;Plethora solutions;Valentino;Vestiaire Collective;Yohji Yamamoto;Chopard;L’Oréal;Louboutin;Chubb Insurance Company of Europe SE;Allianz Global Corporate & Specialty SE;Victims of PIP;AXA XL;Siaci Saint Honoré;Bessé;Marsh;SYSTRA;SNCF;Microsoft;GDE;SPIE Batignolles IDF;Nike;Olympique de Biarritz;L’Usine;Mr. Ghani Yalouz;Agence Française de Lutte contre le Dopage;LOSC (Lille Olympique Sporting Club);Amer Sports Corporation;Veolia;Philip Morris;Microsoft;Total;Thales;EDF;GE Healthcare;SNCF;SNCF Réseau;SNCF Mobilités;RATP;Philip Morris Group;Groupe SPR;Montroyal Immobilier;VEOLIA EAU;GDE Groupe Ecore;Rayonier AM;Eolien en Mer Participations;EDF;Total;SNCF;ENEDIS;Novacap;EDF;ENEDIS;Rayonier;CDC;CGN (China General Nuclear Power) Energy Europe;CNR;Total;Lucia Holding/Quadran;Commissariat à l’Energie Atomique;ENGIE;Desautel;VGRF;SKTB ALUMINIUM;Chambre de Commerce et d’Industrie de Métropolitaine de Brest Ouest;ARISTOPHIL;LABORATOIRES PROTEC;THALES SIX GTS France;SVOMENGO;SOCIETE ARDENNAISE DE MENUISERIE, BOIS ET PLASTIQUE;Groupe NOX;PRIVINVEST;LOSC (Lille Olympique Sporting Club);ISTC CARDIOLOGY;QUANTUM –ADUX;DASSAULT AVIATION;DESAUTEL;TRILLIUM;VOODOO;B. BRAUN MEDICAL;NOVASEP;AIRBUS;VESTIAIRE COLLECTIF;Dassault;Thales;Total;Orange;Caisse des dépôts et consignations;Covea;InfraVia Capital Partners;Commissariat à l’énergie atomique et aux énergies alternatives (CEA);Raise;Meridiam;Argos Wityu;Exane;Egis;Spirax Sarco;BIC;General Ramsay;Lucia Holding;Boehringer Ingelheim;Laboratoire Majorellle;I Squared Capital;Argos Wityu;Raise Investissement;Merdiam;Swiss Re;Groupe La Maison Bleue;Infravia Capital Partners;Quadran;The Klesch Group;Caisse des dépôts et consignations;SIA Partners;Ecore-GDE;BPI;Bridgepoint;Cathay Capital;I Squared Capital;5M Ventures;ABF;Bijoux Burma SAS;Botify;Cathay Capital;Charles River;Compagnie D’Affretement et De Transport;Covea;CPI Global;Devoteam;Executive Channel International Pty Ltd;Eyrolles;GDE Ecore;Ipsos;IST Cardiology;Laboratoires Grimberg;Liu Jo;Losc;Labvantage Limited;La Maison Bleue;Micropole;Ogury Ltd;Galerie Perrotin;Robeco France;SIA Partners;Siemens AG;Staples;Thibierge & Comar SA;TNP Consultants;Trigano;Valtech;XMCO Partners;Yohji Yamamoto", Basile Ader ; Julien Aucomte ; Gilles August ; Emmanuelle Barbara ; Marie-Hélène Bensadoun; Alexandra Berg-Moussa ; Vincent Brenot ; Jérôme Brosset ; Bernard Cazeneuve ; Florence Chafiol ; Renaud Christol ; Alexandra Cohen-Jonathan ; Laurent Cotret ; Marie Danis ; Valéry Denoix de Saint Marc ; Pierre Descheemaeker ; Grégoire Desrousseaux; Virginie Devos ; Philippe Durand ; Fabienne Haas ; Catherine Le Manchec ; Philippe Lorentz ; Eric Manca ; Emmanuelle Mignon ; Astrid Mignon Colombet ; François Pochart; Anaïs Qureshi; Mahasti Razavi ; Xavier Rohmer ; Julien Wagmann ; Benjamin van Gaver , 33 1 45 61 51 80,Florence Chafiol;Emmanuelle Barbara;Mahasti Razavi;Florence Chafiol;Mahasti Razavi;Basile Ader;Grégoire Desrousseaux;François Pochart;Basile Ader;Mahasti Razavi;Florence Chafiol;Alexandra Berg-Moussa;Bernard Cazeneuve;Benjamin van Gaver;François Pochart;Alexandra Cohen-Jonathan;Grégoire Desrousseaux;Mahasti Razavi;Alexandra Berg-Moussa;Florence Chafiol;Xavier Rhomer;Marie-Hélène Bensadoun;Fabienne Haas;Alexandra Cohen-Jonathan;Alexandra Berg-Moussa;Basile Ader ;Vincent Brenot;Emmanuelle Mignon;Marie Danis;Benjamin van Gaver;Benjamin van Gaver;Marie Danis;Basile Ader;Astrid Mignon Colombet ;Vincent Brenot;Emmanuelle Mignon;Vincent Brenot;Jérôme Brosset;Julien Wagmann;Laurent Cotret;Grégoire Desrousseaux;Véronique Dahan;Gilles August;Julien Aucomte;Julien Wagmann;Jérôme Brosset;Pierre Descheemaeker;Valéry Denoix de Saint Marc;Julien Aucomte;Julien Wagmann;Xavier Rohmer;Philippe Lorentz;Xavier Rohmer;Philippe Lorentz;Marie Danis,https://www.august-debouzy.com
Arendt &amp; Medernach    10 RUE DE CASTIGLIONE        75001 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/10023.jpg?v=1588159293, Arendt & Medernach ,,gregory.beltrame@arendt.com,, Vincent Mahler , 33 01 40 15 28 94,,https://www.arendt.com
Aramis    9 RUE SCRIBE        75009 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/14789.jpg?v=1580315466, Aramis ,,contact@aramis-law.com,Alliance Renault Nissan Mitsubishi;Wirecard Group;Carrefour Group;Crédit Agricole SA;Vallourec SA;Groupe Rocher;Natixis Payment Solutions;Paylib;Sodexo Mobility & Expense;Dentsu Aegis Media;Teoxane;Belmoca;Enyx;Eiffage;Sedis Logistics;Tereos;INRIA;Gewiss;Banque Public d’investissement;Keolis;RATP Dev;Syndicat mixte Autolib’;Carestream Health;Government of French Polynesia;Office des postes et télécommunications de Polynésie française;SNCF Mobilités;Ville de Paris;Tunnel Euralpin Lyon Turin;Cromology;Citelum;Firmenich;Gepsa;Emovis;Sphere Sante;Décoral;Télio;Egis Airport;Tahiti Nui Telecom;Carrefour;Tahiti Nui Aménagement & Développement;Groupement du Mur Manteau;Sabena Technics;Spideo;Eau et Feu;Engie Iris;BIC France;Natixis;Cromology;Henkel;Kimberly Clark;Dyson;Hermes;Beyersdorf;Carrefour;Hasbro;HJ Heinz;LIDL;Verweij Fashion;Eiffage;Spie Industry &Tertiaire;Maison des Fleurs;Halal Supply;Sarepta;Gaillard Rondino;Constellation Brands;National Fitness Campaign;Manzanita Capital UK;Vinci Construction;MF Distribution;Unique Héritage Média,, 33 1 53 30 77 00,Benjamin May;David Roche;Benjamin May;Etienne Amblard;Cédric de Pouzilhac;Aurélien Condomines;Benjamin May;Aurélien Condomines;Benjamin May,https://www.aramis-law.com
Archers A.A.R.P.I.    28 RUE DUMONT D'URVILLE        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/14506.jpg?v=1580315463, Archers A.A.R.P.I. ,,chubert@archers.fr,Colony Capital;Aareal Bank;Ares Management;SCOR (Debt Funds);Qatar Investment Authority;Accor Hotels;Redevco;Crédit Agricole CIB;Amundi;Natixis;Invesco;AEW (Debt Funds);Meyer Bergman;Helaba;Lonestar;Even Capital;LFPI;Alantra;Weinberg Capital Partners;Visvires Capital;beIN Sports France;Capelli Promotion;Domino’s Pizza France;Amcor Group GmbH;Transdev Group;RedPill;COLONY CAPITAL;LUDENDO (Grande Récré);SOITEC;BINDEWALD und GUTTING VERWALTUNGS GmbH;Aareal Bank;Accor Hotels;Acofi (Debt Funds);AEW (Debt Funds);Cheyne Capital Management;Crédit Agricole CIB;Colony Capital;Helaba;Natixis;Deutsche Pfandbriefbank Aktiengesellschaft (PBB);SCOR (Debt Funds);Société Générale,, 33 1 45 02 07 07,Jean-Maurice Gaillard;Paul-Henri de Cabissole;Arnaud Moutet;Antony Martinez;Fabrice Patrizio;Jean-Maurice Gaillard;Paul-Henri de Cabissole,http://www.archers.fr/en
Darrois Villey Maillot Brochier    69 AVENUE VICTOR HUGO        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/10140.jpg?v=1580315446, Darrois Villey Maillot Brochier ,,firstinitialsurname@darroisvilley.com,Véolia;Matra Défense;bioMérieux;XPO Logistics;Fidal;Bouygues;XPO Logistics;EDF;Oberthur Technologies;Sanef;La Banque Postale;Danone;Casino;Accor;Airbus;Amazon;Axel Springer;Bonduelle;Bouygues;British Steel;Casino;Caisse des dépôts et consignations;Cofepp/La Martiniquaise;Daimler;Danone;EDF;French State;JCDecaux;Kelkoo;Kering;La Poste;Les Echos;Michelin;Neopost;Publicis;Unibail-Rodamco-Westfield;Valeo;Venteprivée.com;Vivendi;Walgreens Boots Alliance;Warner;Rallye SA;Modacin France SAS;COFEPP;Liquidators of Sequana group and Arjowiggins Group;Liquidators of Toys”R”Us;British Steel /Greybull Capital;Canadian GeneralTower;Bondholders of Ludendo;Pathé group;Alquenry group;Groupe Bernard Tapie;XPO Sarenza;Vivendi;Valeo;Unibail-Rodamco-Westfield;Baccarat;BPCE;Casino;TechnipFMC;Kering;Fimalac;Europcar;Natixis;GreenYellow;Credit Foncier, Carine Dupeyron, 33 1 45 02 19 19,Jean-Michel Darrois;Emmanuel Brochier;Cyril Bonan;Jean-Michel Darrois;Emmanuel Brochier;Christophe Ingrain;Didier Théophile;Igor Simic ;Henri Savoie ;François Kopf;Vincent Agulhon;Laurent Gautier;Laurent Aynès;Carine Dupeyron;Laurent Gautier,http://www.darroisvilley.com
"Aliénor Avocats    91, RUE DU FAUBOURG SAINT-HONORÉ        75008 Paris                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/231065.jpg?v=1590749543, Aliénor Avocats ,,contact@alienoravocats.com,VINCI;EIFFAGE, Hélène Bourgine; Anne-Sophie Goapper , 33 1 56 26 59 10,Hélène Bourgine;Anne-Sophie Goapper,http://www.alienor-avocats.com/
Aceris Law    72 RUE DU FAUBOURG SAINT HONORE        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/18555.jpg?v=1582210296, Aceris Law ,,wkirtley@acerislaw.com,,, 33 1 86 26 63 20,William Kirtley,http://www.acerislaw.com
Abello    9 RUE ANATOLE DE LA FORGE        75017 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17741.jpg?v=1593184955, Abello ,,avocats@loyerabello.fr,SFR;Manitou BF;GTT;NOKIA;Delphi;Felco;EFS (Etablissement français du sang);Kerlink;CITEL;Betapack,, 01 45 82 60 80,Michel Abello,https://www.loyerabello.fr
"Almain    240 BIS, BOULEVARD SAINT-GERMAIN        75007 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17986.jpg?v=1580315488, Almain ,,contact@almain.fr,Econocom;La Poste;La Banque Postale;Société Générale;Bpifrance Investissement;CDC;Groupe EPC;Alterway;In Vivo;EDP Renovaveis;Krüger;OpenGate Capital;Jacana Invest;Axens;Vectans Pharma;Platinium Group;Beck Industries;Reed Capital;Brinon Investissement;Maison Options;Cholet Dupont;Perwyn;Argynnis Group (formerly Binar AB);Omnes Capital;Better Collective A/S;Sigma Gestion;Payxpert;Fondis Bioritech;Crédit Agricole SA;Mirabaud Patrimoine Vivant;Golf Digest Online;Scandinavian Tobacco Group A/S;Pivoton Capital;Kol;SoftwareOne;C Evidentia;Jardiland,, 33 1 85 09 12 22,Edgard Nguyen;Cécile Davanne-Mortreux,http://www.almain.fr
DLA Piper    27 RUE LAFFITTE        75009 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/908.jpg?v=1580315549, DLA Piper ,,paris@dlapiper.com,"AIRBUS SAS;AIRBUS HELICOPTERS;ALLIANZ GCS;AXA XL;CHINA EASTERN AIRLINES;LA REUNION AERIENN;ROCKWELL COLLINS;LATECOERE;Accor Hotel;Airbus;Atos;ATR;Associated Press;Capgemini;HCL;Infor;JC Decaux;LVMH;Michelin;Pierre Fabre;Sanofi;Sopra-Steria;Thom Europe;Adobe;Arconic;Associated Press;AXA Technology services;CareFusion;Citibank;Dyson;EasyJet;Fichet;IHG;Levi-Strauss;Lime;London Stock Exchange;Microchip;MoneyGram;OpenGate Capital;SThree;Technip;Allianz Group;AXA Group;Tokio Marine;Wells Fargo;SCOR;ACE INA Holdings Inc.;Generali;AIG Europe;MS Amlin Insurance SE;La Reunion Aerienne;RSA UK;Liberty Insurance;Zurich Insurance plc;Chubb;Aon;Sogelife;Marsh;Munich Re;Andera Partners;Bridgepoint;Capzanine;Carlyle;Eurazeo;Hivest Capital Partners;Montefiore Investment;PAI Partners;Rothschild & Co;Tikehau Capital;AERMONT;AEROPORTS DE PARIS;AG2R LA MONDIALE;AMUNDI;AXA REAL ASSETS IM;AXA REIMIM;BARINGS EUROPEAN CORE PROPERTY FUND GP S.À R.L.;BAYERISCHE LANDESBANK;THE BLACKSTONE GROUP INTERNATIONAL PARTNERS;BROOKFIELD;CAPGEMINI;CARLYLE;CBRE GLOBAL INVESTORS;CEGEREAL;DEUTSCHE PFANDBRIEFBANK;DTZ INVESTORS;EUROSIC;GAZELEY;GENERALI REAL ESTATE;GIM;HARRISON STREET;HILTON;IVANHOE CAMBRIDGE;NORGES BANK;NORTHWOOD;OMNAM GROUP;PREDICA;PRIMONIAL;PROLOGIS;SCHROEDERS;SOCIÉTÉ GÉNÉRALE;SOGELYM DIXENCE;TELECITYGROUP;UNIBAIL-RODAMCO;WEINBERG CAPITAL;WEWORK;WOODEUM;Alteo Gardanne;Deme Concessions Wind;FII Co. and Warwick Capital Partners LLP;Free Mobile-Iliad;Gaz de Bordeaux;Meridiam and the consortium;Red Electrica de España (REE);Republic of Guinea;Total;ACOSS;Région Occitanie;Région Normandie;Vinci Construction;Bouygues Construction;Eiffage Concessions;Crédir Foncier de France;Skyrock;Ville de Paris;Engie Cofely;La Ciotat Shipyards;Société Générale;Abénex;Ares Management;Barings Global Advisers Limited;BPI France;Bridgepoint;Capzanine;Carlyle Group;Crédit Industriel and Commercial;Eurazeo;Evernex group;ICG;Idinvest;Industry Capital;LBO France;LFPI;Maltem Consulting Group;Montagu Private Equity;Montefiore Investment;Pemberton;Airbus entities;Atlantique Telecom SA;Compass Group;Democratic Republic of Congo;DS2 and the De Sutter brothers;Interpol;Republic of Guinea;Republic of Hungary;Republic of Kenya;Republic of Moldova;Vodacom entities;Glennmont Partners;Mirova-Eurofideme 3;Valeco;Deme Concessions Wind;Crédit Foncier de France (CFF);Conquest Asset Management;BNP Paribas;Gaz de Bordeaux;Total;Becton Dickinson;Danaher;Essilor;European Council;Filorga;Innothera;IQVIA;Nordic Pharma;Pierre Fabre;Qualcomm Life – Capsule;Roche;Sanofi;Santen Pharmaceutical;Seaspine;Servier;West Pharmaceutical Services;Nintendo;Sodexo;MCDONALD’S Group;B&B Hotels;IRO;ATR (a subsidiary of airbus);Conair Babyliss;Essilor International;HOTEL GEORGE V;EPO Fashion Group (MO&CO);Associated Press;ALPINESTARS;Coca-Cola;City of Deauville;CFA;Studio Antti;BASF;Cube Infrastructure;Managers;Adobe;Fosun International;Limited;Laboratoire Garancia;ALD, subsidiary of Société;Générale;Lactalis Group;Webhelp;AON Holdings France;Vodafone;Prima Solutions Holding;Atos;Worldline;SopraSteria;Groupe Homair Vacances;Link Mobility;Wallix;Name of Client;SNCF Mobilités;Meridiam;Banco Sabadell;Engie;Chambre de commerce et d’industrie (CCIR) Hauts-de-France/Egis Airport;Ardian;Sagard;Access Capital Partners;Infravia Capital Partners;Meridiam;Blackfin;Cathay;Bpifrance;Apax Partners;21 Investment;Bridgepoint;Rothschild & Co (Merchant Banking);Abénex;Antin Infrastructure Partners;Artémis / Financière Pinault;Cerea;LGT Capital Partners;Naxicap;Tikehau;Ekkio;Carlyle;Société Générale;Sparring Capital;Generali;Andera Partners;Eurazeo PME;Barings;Real IS;AIG;Airbus Helicopters;Airbus SAS;ALGECO;Allianz Global Corporate & Speciality (France);ATR;AXA;Generali;Rockwell Collins;RSA Royal & SunAlliance;Tokio Marine;ECOLAB;GUERBET;ATOS WORLDLINE;CRITEO;BRIDGEPOINT;CAISSE DES DEPOTS ET CONSIGNATIONS;MICHELIN;AMUNDI;GROUPE LOUIS WANE;JOA", Marine Lallemand ; Vonnick Le Guillou ; Denise Lebeau-Marianna; Stéphane Lemarchand; Théobald Naud;Mr Sébastien Praicheux; Jonathan Rofé;Mr Gregory Tulquois ; Sylvie Vansteenkiste, 33 1 40 15 24 00,Vonnick Le Guillou;Jonathan Rofé;Jonathan Rofé;Philippe Danesi;Vonnick Le Guillou;Benjamin Aller;Julien Vandenbussche;Xavier Norlain;Jeremy Scemama;Antonia Raccat;Olivia Michaud;Antoine Mercier;Myriam Mejdoubi;Erwan Lacheteau;Lionel Rosenfeld;Jérôme Pentecoste;Pascal Martin;Maud Manon;Fabien Ganivet;Michael Ostrove;Alexander Brabant;Eric Villateau;Sonia de Kondserovsky;Jonathan Rofé;Jeremy Scemama;Xavier Norlain;Eric Villateau;Jérôme Pentecoste;Fanny Combourieu;Vonnick Le Guillou;Edouard Sarrazin,https://www.dlapiper.com
"Actance    152 BIS, RUE DE LONGCHAMP        75116 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/16958.jpg?v=1580315480, Actance ,,societe@actanceavocats.com,Publicis;Schneider Electric;Nexity;Henkel;Lagardère;Natixis;BPCE;Crédit Agricole;Euralis;Ecolab;Unibail-Rodamco;Thales;Gemalto;Rémy Cointreau;Dassault Systèmes;Elior;Alten;Proservia;MetLife;BT;ERAM,, 33 1 44 94 96 00,Franck Blin;Eliane Chateauvieux;Philippe Chapuis;Pierre-Alexis Dumont;Laurent Jammet;Emeric Sorel;Loïc Touranchet;Lucie Vincens;Jean-Michel Renucci,https://www.actanceavocats.com
